Vaccinated_people - 44;Vaccinated_people - 43;Vaccinated_people - 42;Vaccinated_people - 41;Vaccinated_people - 40;Vaccinated_people - 39;Vaccinated_people - 38;Vaccinated_people - 37;Vaccinated_people - 36;Vaccinated_people - 35;Vaccinated_people - 34;Vaccinated_people - 33;Vaccinated_people - 32;Vaccinated_people - 31;Vaccinated_people - 30;Vaccinated_people - 29;Vaccinated_people - 28;Vaccinated_people - 27;Vaccinated_people - 26;Vaccinated_people - 25;Vaccinated_people - 24;Vaccinated_people - 23;Vaccinated_people - 22;Vaccinated_people - 21;Vaccinated_people - 20;Vaccinated_people - 19;Vaccinated_people - 18;Vaccinated_people - 17;Vaccinated_people - 16;Vaccinated_people - 15;Vaccinated_people - 14;Vaccinated_people - 13;Vaccinated_people - 12;Vaccinated_people - 11;Vaccinated_people - 10;Vaccinated_people - 9;Vaccinated_people - 8;Vaccinated_people - 7;Vaccinated_people - 6;Vaccinated_people - 5;Vaccinated_people - 4;Vaccinated_people - 3;Vaccinated_people - 2;Vaccinated_people - 1;Vaccinated_people - 0;Vaccinated_people + 1 (horizon)
241930;248770;33141450;0;33424529;151432;295497;325303;258782;34455543;0;34716227;151251;205432;196366;172897;35442173;0;35667383;164346;118636;160840;126312;36237517;0;36346563;84853;101912;80368;83181;36696877;0;36820586;69301;118384;59364;59109;37126744;0;37216507;26713;59982;1635550;0;1656437;
