Vaccinated_people - 44;Vaccinated_people - 43;Vaccinated_people - 42;Vaccinated_people - 41;Vaccinated_people - 40;Vaccinated_people - 39;Vaccinated_people - 38;Vaccinated_people - 37;Vaccinated_people - 36;Vaccinated_people - 35;Vaccinated_people - 34;Vaccinated_people - 33;Vaccinated_people - 32;Vaccinated_people - 31;Vaccinated_people - 30;Vaccinated_people - 29;Vaccinated_people - 28;Vaccinated_people - 27;Vaccinated_people - 26;Vaccinated_people - 25;Vaccinated_people - 24;Vaccinated_people - 23;Vaccinated_people - 22;Vaccinated_people - 21;Vaccinated_people - 20;Vaccinated_people - 19;Vaccinated_people - 18;Vaccinated_people - 17;Vaccinated_people - 16;Vaccinated_people - 15;Vaccinated_people - 14;Vaccinated_people - 13;Vaccinated_people - 12;Vaccinated_people - 11;Vaccinated_people - 10;Vaccinated_people - 9;Vaccinated_people - 8;Vaccinated_people - 7;Vaccinated_people - 6;Vaccinated_people - 5;Vaccinated_people - 4;Vaccinated_people - 3;Vaccinated_people - 2;Vaccinated_people - 1;Vaccinated_people - 0;Vaccinated_people + 1 (horizon)
158842;181159;183325;195300;157791;113554;188026;187276;179947;186054;160528;67262;28524;130530;133704;143837;129320;118516;80304;49908;150397;138817;132680;123624;117979;96888;68533;158245;145004;136099;122365;117833;100388;61566;108720;98208;95085;87940;86609;72844;48297;73501;70601;607;12397;
