Confirmed_cases - 44;Confirmed_cases - 43;Confirmed_cases - 42;Confirmed_cases - 41;Confirmed_cases - 40;Confirmed_cases - 39;Confirmed_cases - 38;Confirmed_cases - 37;Confirmed_cases - 36;Confirmed_cases - 35;Confirmed_cases - 34;Confirmed_cases - 33;Confirmed_cases - 32;Confirmed_cases - 31;Confirmed_cases - 30;Confirmed_cases - 29;Confirmed_cases - 28;Confirmed_cases - 27;Confirmed_cases - 26;Confirmed_cases - 25;Confirmed_cases - 24;Confirmed_cases - 23;Confirmed_cases - 22;Confirmed_cases - 21;Confirmed_cases - 20;Confirmed_cases - 19;Confirmed_cases - 18;Confirmed_cases - 17;Confirmed_cases - 16;Confirmed_cases - 15;Confirmed_cases - 14;Confirmed_cases - 13;Confirmed_cases - 12;Confirmed_cases - 11;Confirmed_cases - 10;Confirmed_cases - 9;Confirmed_cases - 8;Confirmed_cases - 7;Confirmed_cases - 6;Confirmed_cases - 5;Confirmed_cases - 4;Confirmed_cases - 3;Confirmed_cases - 2;Confirmed_cases - 1;Confirmed_cases - 0;Confirmed_cases + 1 (horizon);;
0;0;55939;20327;21874;21387;21561;0;0;39638;15680;17023;17410;15657;0;0;25726;14336;11956;12445;12450;0;0;23899;10072;10781;7115;9489;0;0;15489;7767;6818;9561;6311;0;0;9357;5528;5618;4763;4440;0;0;3999;;;
