Confirmed_cases - 44;Confirmed_cases - 43;Confirmed_cases - 42;Confirmed_cases - 41;Confirmed_cases - 40;Confirmed_cases - 39;Confirmed_cases - 38;Confirmed_cases - 37;Confirmed_cases - 36;Confirmed_cases - 35;Confirmed_cases - 34;Confirmed_cases - 33;Confirmed_cases - 32;Confirmed_cases - 31;Confirmed_cases - 30;Confirmed_cases - 29;Confirmed_cases - 28;Confirmed_cases - 27;Confirmed_cases - 26;Confirmed_cases - 25;Confirmed_cases - 24;Confirmed_cases - 23;Confirmed_cases - 22;Confirmed_cases - 21;Confirmed_cases - 20;Confirmed_cases - 19;Confirmed_cases - 18;Confirmed_cases - 17;Confirmed_cases - 16;Confirmed_cases - 15;Confirmed_cases - 14;Confirmed_cases - 13;Confirmed_cases - 12;Confirmed_cases - 11;Confirmed_cases - 10;Confirmed_cases - 9;Confirmed_cases - 8;Confirmed_cases - 7;Confirmed_cases - 6;Confirmed_cases - 5;Confirmed_cases - 4;Confirmed_cases - 3;Confirmed_cases - 2;Confirmed_cases - 1;Confirmed_cases - 0;Confirmed_cases + 1 (horizon)
3185;4841;6590;7224;6599;6897;5733;4200;5624;6921;7267;7398;7181;5661;3669;5268;7159;7240;7220;7466;5922;4166;6078;7539;7215;7823;6858;5954;4253;5492;6496;6754;6729;6156;5314;3347;4715;5921;5518;5617;5191;4664;2792;3346;3791;?
